Association_ID,vVirusNameCorrected,hHostNameFinal,Previous_ID,WildDomInReference,DetectionMethod,DetectionQuality02,FINAL_ref,Mendeley_Endnote,input_date
F1320,Tioman_virus,Pteropus_hypomelanus,L1046,wild,Isolation,2,Calisher et al. 2006,M,v30
Luis016,Aravan_virus,Pteropus_lylei,,wild,Antibodies,0,Lumlertdacha et al. 2005 ,arw,arw
Luis023,Australian_bat_lyssavirus,Pteropus_lylei,,wild,Antibodies,0,Lumlertdacha et al. 2005 ,,arw
Luis149,Irkut_virus,Pteropus_lylei,,wild,Antibodies,0,Lumlertdacha et al. 2005,,v30
Luis178,Khujand_virus,Pteropus_lylei,,wild,Antibodies,0,Lumlertdacha et al. 2005,,v30
F751,Nipah_virus,Pteropus_lylei,NA,wild,Isolation,2,Calisher et al. 2006,M,v30
Luis138,Hendra_virus,Pteropus_neohibernicus,,wild,Antibodies,0,Halpin unpub in Mackenzie 1999,arw,v30
Luis436,Australian_bat_lyssavirus,Pteropus_poliocephalus,,wild,Isolation,2,Mackenzie 1999; Gould et al. 2002; Wong et al. 2007,,v30
F829,Hendra_virus,Pteropus_poliocephalus,NW476,wild,Isolation,2,Calisher et al. 2006,M,v30
F7,Menangle_virus,Pteropus_poliocephalus,V1245,wild,Isolation,2,Calisher et al. 2006,M,v30
F1230,Nelson_Bay_orthoreovirus,Pteropus_poliocephalus,L674,wild,Isolation,2,Calisher et al. 2006,M,v30
F1644,Rabies_virus,Pteropus_poliocephalus,L890,wild,Isolation,2,Pal et al. 1980,M,v30
Luis139,Hendra_virus,Pteropus_rufus,,wild,Antibodies,0,Iehle et al. 2007,arw,v30
Luis260,Nipah_virus,Pteropus_rufus,,wild,Antibodies,0,Iehle et al. 2007,,kjo
Luis368,Tioman_virus,Pteropus_rufus,,wild,Antibodies,0,Iehle et al. 2007,,v30
F32,Australian_bat_lyssavirus,Pteropus_scapulatus,V80,wild,Isolation,2,Speare et al. 1997,M,v30
F1630,Dengue_virus,Pteropus_scapulatus,NA,wild,Antibodies,0,O'Connor et al. 1955,M,v30
F828,Hendra_virus,Pteropus_scapulatus,NW475,wild,Isolation,2,Calisher et al. 2006,M,v30
Luis168,Japanese_encephalitis_virus,Pteropus_scapulatus,,wild,Antibodies,0,"Calisher et al. 2006; 351, 354]",,v30
Luis220,Menangle_virus,Pteropus_scapulatus,,wild,Antibodies,0,Philbey et al. 2008,,v30
Luis257,Murray_Valley_encephalitis_virus,Pteropus_scapulatus,,wild,Antibodies,0,Sulkin & Allen 1974; Rowan & O'Connor 1957,,v30
Luis401,West_Nile_virus,Pteropus_scapulatus,,wild,Antibodies,0,Sulkin & Allen 1974; Bunde et al. 2006; Rowan & O'Conner 1957,,v30
F10,Nipah_virus,Pteropus_vampyrus,V1285,wild,Isolation,2,Calisher et al. 2006,M,v30
F1318,Tembusu_virus,Pteropus_vampyrus,L1041,wild,Antibodies,0,Geevarghese & Banerjee 1990,E,v30
OIE38,Bovine_viral_diarrhea_virus_1,Pudu_puda,,wild,PCR,2,Pizarro-Lucero et al. 2005,OIE,v30
F1035,Felid_herpesvirus_1,Puma_concolor,MP521,wild,Antibodies,0,Paul-Murphy et al. 1994,M,v30
F351,Feline_calicivirus,Puma_concolor,NW382,wild,Antibodies,0,Roelke et al. 1993,M,v30
F355,Feline_coronavirus,Puma_concolor,NW388,wild,Antibodies,0,Roelke et al. 1993,M,v30
F1040,Feline_immunodeficiency_virus,Puma_concolor,MP1088,wild,PCR,2,Biek et al. 2006,M,v30
KJO381,Feline_leukemia_virus,Puma_concolor,,wild,PCR,2,"Cunningham MW, Brown MA, Shindle DB, Terrell SP, Hayes KA, Ferree BC, McBride RT, Blankenship EL, Jansen D, Citino SB, Roelke ME, Kiltie RA, Troyer JL, OêBrien SJ (2008) Epi- zootiology and management of feline leukemia virus in the Florida puma. J Wildl Dis 44:537_552",kjo,v30
F1065,Feline_panleukopenia_virus,Puma_concolor,MP836,wild,Antibodies,0,Paul-Murphy et al. 1994,M,v30
,Human_picobirnavirus,Puma_concolor,,captive,PCR,2,Gillman et al. 2012,arw,arw
F1089,Puma_lentivirus,Puma_concolor,MP1102,wild,Antibodies,0,Evermann et al. 1997,M,v30
F117,Influenza_A_virus,Pusa_caspica,V1123,wild,Antibodies,0,Ohishi et al. 2006,M,v30
F400,Influenza_A_virus,Pusa_hispida,NW556,wild,Antibodies,0,Ohishi et al. 2004,M,v30
KJO450,Canine_distemper_virus,Pusa_sibirica,,wild,Isolation,2,"MAMAEV, L. V., N. N. DENIKINA, S. I. BELIKOV, V. E. VOLCHKOV, I. K. VISSER, M. FLEMING, C. KAI, T. C. HARDER, B. LIESS, A. D. OSTERHAUS, AND T. BARRETT. 1995. Characterisation of morbillivi- ruses isolated from Lake Baikal seals (Phoca sibirica). Veterinary Microbiology 44: 251_259.",kjo,v30
F401,Influenza_A_virus,Pusa_sibirica,NW557,wild,Antibodies,0,Ohishi et al. 2004,M,v30
F1569,Simian_foamy_virus,Pygathrix_nemaeus,NA,wild,PCR,2,Hussain et al. 2003,E,v30
OIE19,Bluetongue_virus,Rangifer_tarandus,,wild,ELISA,0,Afshar et al. 1995,OIE,v30
OIE51,Bovine_herpesvirus_1,Rangifer_tarandus,,domestic,VNT,1,Zarnke 1983,OIE,v30
OIE39,Bovine_viral_diarrhea_virus_1,Rangifer_tarandus,,wild,PCR,2,Becher et al. 1999,OIE,v30
KJO200,Bunyamwera_virus,Rangifer_tarandus,,domestic,Isolation,2,"Calisher et al. 1986, Am J. Trop. Med. Hyg 35(2): 429-443.""Distribution of Bunyamwera serogroup viruses in N. America, 1956-1984""",kjo,v30
KJO098,Cervid_herpesvirus_2,Rangifer_tarandus,,domestic,PCR,2,"das Neves CG et al. 2009, J Clin Micro",kjo,v30
F931,Orf_virus,Rangifer_tarandus,NW691,domestic,PCR,2,Vikèren et al. 2008,M,v30
OIE111,Ovine_herpesvirus_2,Rangifer_tarandus,,wild,ELISA,0,Zarnke et al 2002,OIE,v30
F1530,Rabies_virus,Rangifer_tarandus,NA,wild,PCR,2,Kuzmin et al. 2004,M,v30
F586,West_Nile_virus,Rangifer_tarandus,NW998,domestic,Antibodies,0,Palmer et al. 2004,M,v30
KJO144,Foot-and-mouth_disease_virus,Raphicerus_sharpei,,wild,Antibodies,0,Weaver et al. 2013,kjo,v30
Luis117,Encephalomyocarditis_virus,Rattus_exulans,,wild,Antibodies,0,Tesh and Wallace 1978,arw,arw
F428,Lassa_virus,Rattus_exulans,NW607,wild,Antibodies,0,Nitatpattana et al. 2000,M,v30
Luis237,Murid_herpesvirus_2,Rattus_exulans,,wild,PCR,2,Ehlers et al. 2007,arw,v30
LM043,Gan_Gan_virus,Rattus_fuscipes,LM043,wild,Antibodies,0,Vale et al. 1991,E,v30
F68,Seoul_virus,Rattus_losea,V1574,wild,Isolation,2,Wang et al. 2000,M,v30
Luis013,Andes_virus,Rattus_norvegicus,,wild,PCR,2,Fernandez et al. 2008,,v30
Luis076,Cowpox_virus,Rattus_norvegicus,,wild,PCR,2,Wolfs et al. 2002,arw,arw
F282,Crimean-Congo_hemorrhagic_fever_virus,Rattus_norvegicus,NW273,wild,Antibodies,0,Darwish et al. 1983,M,v30
Luis118,Encephalomyocarditis_virus,Rattus_norvegicus,,wild,Antibodies,0,Tesh and Wallace 1978,arw,arw
Luis129,H-1_parvovirus,Rattus_norvegicus,,wild,Isolation,2,[117],,v30
,Human_picobirnavirus,Rattus_norvegicus,,captive,PCR,2,Fregolente et al. 2009,arw,arw
Luis474,Kilham_rat_virus,Rattus_norvegicus,,wild,Isolation,2,Easterbrook et al. 2009; Kilham & Oliver 1959 143],,v30
F429,Lassa_virus,Rattus_norvegicus,NW608,wild,Antibodies,0,Nitatpattana et al. 2000,M,v30
LM205,Murid_herpesvirus_2,Rattus_norvegicus,,wild,isolation,2,"Bruggeman CA, Meijer H, Dormans PH, Debie WM, Grauls GE, van Boven CP. Isolation of a cytomegalovirus-like agent from wild rats. Arch Virol. 1982;73(3-4):231-41. PubMed PMID: 6293414.",LM,v30
KJO350,Murine_pneumotropic_virus,Rattus_norvegicus,,wild,Antibodies,0,"Easterbrook JD, Kaplan JB, Glass GE, Watson J, Klein SL. A survey of rodent-borne pathogens carried by wild-caught Norway rats: a potential threat to laboratory rodent colonies. Lab Anim. 2008 Jan;42(1):92-8. doi: 10.1258/la.2007.06015e. PubMed PMID: 18348770.",kjo,v30
Luis475,Rat_coronavirus,Rattus_norvegicus,,wild,Isolation,2,"[142, 236]",,v30
Luis311,Rat_minute_virus_1,Rattus_norvegicus,,wild,PCR ,2,"Wan et al. 2002, JGV",,kjo
Luis312,Rat_parvovirus_1,Rattus_norvegicus,,wild,Isolation,2,Wan et al. 2002; Wan et al 2006,,kjo
KJO116,Salehabad_virus,Rattus_norvegicus,,wild,Antibodies,0,"Darwish et al. 1983, RSTMH 77:4",kjo,v30
F498,Sendai_virus,Rattus_norvegicus,NW837,wild,Antibodies,0,Easterbrook et al. 2008,M,v30
F69,Seoul_virus,Rattus_norvegicus,V1575,wild,Isolation,2,Wang et al. 2000,M,v30
Luis359,Theilovirus,Rattus_norvegicus,,wild,Isolation,2,Easterbrook et al. 2008; Theiler 1934,,v30
Luis387,Venezuelan_equine_encephalitis_virus,Rattus_norvegicus,,wild,Isolation,2,Sudia & Newhouse 1975,,v30
KJO123,Wad_Medani_virus,Rattus_norvegicus,,wild,Antibodies,0,"Darwish et al. 1983, RSTMH 77:4",kjo,v30
KJO063,West_Nile_virus,Rattus_norvegicus,,wild,Antibodies,0,Gomez et al. 2008 EID,,v30
Luis420,Whitewater_Arroyo_virus,Rattus_norvegicus,,wild,Antibodies,0,Bennett et al. 2000,,v30
F893,Andes_virus,Rattus_rattus,NW47,domestic,PCR,2,Medina et al. 2009,M,v30
Luis025,Barur_virus,Rattus_rattus,,wild,Isolation,2,CDC ArboCat,arw,arw
Luis040,Bunyamwera_virus,Rattus_rattus,,wild,Isolation,2,Monath et al. 1972; Henderson et al. 1972,,v30
F280,Crimean-Congo_hemorrhagic_fever_virus,Rattus_rattus,NW271,wild,Antibodies,0,Darwish et al. 1983,M,v30
F289,Dera_Ghazi_Khan_virus,Rattus_rattus,NW283,domestic,Antibodies,0,Darwish et al. 1983,M,v30
KJO112,Dhori_virus,Rattus_rattus,,wild,Antibodies,0,Darwish et al. 1983,M,v30
F671,Encephalomyocarditis_virus,Rattus_rattus,NW330,domestic,Isolation,2,Tesh and Wallace 1978,M,arw
F385,Hepatitis_E_virus,Rattus_rattus,NW502,domestic,Antibodies,0,Taylor et al. (EID database) ;http://www.uniprot.org/uniprot/Q2A069,,v30
KJO329,Kilham_rat_virus,Rattus_rattus,,wild and captive ,Antibodies and Isolation,2,"Robey RE, Woodman DR, Hetrick FM. Studies on the natural infection of rats with the Kilham rat virus. Am J Epidemiol. 1968 Jul;88(1):139-43. PubMed PMID: 4969352.; Besselsen DG, Besch-Williford CL, Pintel DJ, Franklin CL, Hook RR Jr, Riley LK. Detection of H-1 parvovirus and Kilham rat virus by PCR. J Clin Microbiol. 1995 Jul;33(7):1699-703. PubMed PMID: 7665631; PubMed Central PMCID: PMC228252.",kjo,v30
F419,Kyasanur_Forest_disease_virus,Rattus_rattus,NW594,wild,Antibodies,0,Webb et al. 1965,M,v30
F735,Latino_virus,Rattus_rattus,NW610,wild,Isolation,2,Gonzalez et al. 2007 ,E,v30
Luis238,Murid_herpesvirus_2,Rattus_rattus,,wild,PCR,2,"[195, Ehlers et al. 2007]",,v30
KJO309,Murine_pneumonia_virus,Rattus_rattus,,domestic,PCR,2,"McInnes EF, Rasmussen L, Fung P, Auld AM, Alvarez L, Lawrence DA, Quinn ME, del Fierro GM, Vassallo BA, Stevenson R. Prevalence of viral, bacterial and parasitological diseases in rats and mice used in research environments in Australasia over a 5-y period. Lab Anim (NY). 2011 Oct 20;40(11):341-50. doi: 10.1038/laban1111-341. Erratum in: Lab Anim (NY). 2012 Feb;41(2):50. Utteridge, Tammy D [removed]. PubMed PMID: 22012194.",kjo,v30
F471,Patois_virus,Rattus_rattus,NW721,domestic,Antibodies,0,Scherer et al. 1972,M,v30
Luis489,Rift_Valley_fever_virus,Rattus_rattus,,domestic,Isolation,2,[246],,v30
F70,Seoul_virus,Rattus_rattus,V1576,domestic,Isolation,2,Wang et al. 2000,M,v30
Luis491,St._Louis_encephalitis_virus,Rattus_rattus,,domestic,Isolation,2,[138],,v30
KJO147,Theilovirus,Rattus_rattus,,domestic,Isolation,2,"Ohsawaet al. 2003, Comp. Med",kjo,v30
F563,Thogoto_virus,Rattus_rattus,NW957,domestic,Antibodies,0,Jones et al. 1987,M,v30
Luis388,Venezuelan_equine_encephalitis_virus,Rattus_rattus,,wild,Antibodies,0,Sudia & Newhouse 1975,,v30
KJO124,Wad_Medani_virus,Rattus_rattus,,wild,Antibodies,0,"Darwish et al. 1983, RSTMH 77:4",kjo,v30
Luis402,West_Nile_virus,Rattus_rattus,,wild,Antibodies,0,Dietrich et al. 2005,,v30
Luis421,Whitewater_Arroyo_virus,Rattus_rattus,,wild,Antibodies,0,Bennett et al. 2000,,v30
Luis339,Seoul_virus,Rattus_tanezumi,,wild,PCR,2,Johansson P. et al. 2010,,kjo
Luis239,Murid_herpesvirus_2,Rattus_tiomanicus,,wild,PCR,2,Ehlers et al. 2007,,v30
Luis245,Murid_herpesvirus_4,Rattus_tiomanicus,,wild,PCR,2,Ehlers et al. 2007,arw,v30
OIE20,Bluetongue_virus,Redunca_arundinum,,wild,ELISA,0,"Anderson & Rowe, 1998",OIE,v30
KJO078,Bovine_herpesvirus_2,Redunca_arundinum,,wild,Antibodies,0,"Hamblin and Hedger 1982, JWD",kjo,v30
OIE40,Bovine_viral_diarrhea_virus_1,Redunca_arundinum,,wild,SNT,1,Hamblin and Hedger 1979,OIE,v30
F276,Crimean-Congo_hemorrhagic_fever_virus,Redunca_arundinum,NW268,wild,Antibodies,0,Shepherd et al. 1987,M,v30
F365,Foot-and-mouth_disease_virus,Redunca_arundinum,NW440,wild,Antibodies,0,Weaver et al. 2013,arw,arw
LM104,Lumpy_skin_disease_virus,Redunca_arundinum,LM104,wild,Antibodies,0,Hedger et al. 1983,E,v30
F191,Bluetongue_virus,Redunca_fulvorufula,NW107,wild,Antibodies,0,Williams et al. 2001,M,v30
F277,Crimean-Congo_hemorrhagic_fever_virus,Redunca_fulvorufula,NW269,wild,Antibodies,0,Shepherd et al. 1987,M,v30
Luis028,Bayou_virus,Reithrodontomys_fulvescens,,wild,Antibodies,0,Holsomback et al. 2009,arw,arw
KJO159,El_Moro_Canyon_virus,Reithrodontomys_megalotis,,wild,PCR,2,Torrez-Martinez 1995; Virology. 1995 Aug 1;211(1):336-8.,kjo,v30
F514,Sin_Nombre_virus,Reithrodontomys_megalotis,NW886,wild,Antibodies,0,Torres-Perez 2010,M,v30
F551,St._Louis_encephalitis_virus,Reithrodontomys_megalotis,NW931,wild,Antibodies,0,Hardy et al. 1974,M,v30
Luis422,Whitewater_Arroyo_virus,Reithrodontomys_megalotis,,wild,Antibodies,0,Bennett et al. 2000,,v30
KJO169,Rio_Segundo_virus,Reithrodontomys_mexicanus,,wild,PCR,2,"Kariwa H, Yoshida H, S_nchez-Hern_ndez C, Romero-Almaraz Mde L, Almaz_n-Catal_n JA, Ramos C, Miyashita D, Seto T, Takano A, Totani M, Murata R, Saasa N, Ishizuka M, Sanada T, Yoshii K, Yoshimatsu K, Arikawa J, Takashima I. Genetic diversity of hantaviruses in Mexico: identification of three novel hantaviruses from Neotominae rodents. Virus Res. 2012 Feb;163(2):486-94. doi: 10.1016/j.virusres.2011.11.013. Epub 2011 Nov 25. PubMed PMID: 22138671.",kjo,v30
F251,Crimean-Congo_hemorrhagic_fever_virus,Rhabdomys_pumilio,NW245,wild,Antibodies,0,Shepherd et al. 1987,M,v30
KJO024,Nipah_virus,Rhinolophus_affinis,KJO024,wild,Antibodies,0,Li et al. 2008. EID,E,v30
Luis329,Severe_acute_respiratory_syndrome-related_coronavirus,Rhinolophus_blasii,,wild,PCR,2,Drexler et al. 2010,arw,v30
Luis476,Lake_Victoria_marburgvirus,Rhinolophus_eloquens,,wild,PCR,2,Shi 2010; Swanepoel et al. 2007,,v30
F1224,Mount_Elgon_bat_virus,Rhinolophus_eloquens,L665,wild,Isolation,2,Calisher et al. 2006,M,v30
Luis330,Severe_acute_respiratory_syndrome-related_coronavirus,Rhinolophus_euryale,,wild,PCR,2,Drexler et al. 2010,arw,v30
F1179,European_bat_lyssavirus_1,Rhinolophus_ferrumequinum,L412,wild,PCR,2,Serra-Cobo et al. 2002,M,v30
F1619,European_bat_lyssavirus_2,Rhinolophus_ferrumequinum,NA,wild,Isolation,2,Calisher et al. 2006,M,v30
F34,Hantaan_virus,Rhinolophus_ferrumequinum,V982,wild,Isolation,2,Kim et al. 1994,M,v30
Luis154,Issyk-Kul_virus,Rhinolophus_ferrumequinum,,wild,Isolation,2,Calisher et al. 2006,,v30
Luis169,Japanese_encephalitis_virus,Rhinolophus_ferrumequinum,,wild,Antibodies,0,"Calisher et al. 2006, 351, 359]",,v30
Luis274,Puumala_virus,Rhinolophus_ferrumequinum,,wild,PCR,2,"[326, 327]",,v30
Luis303,Rabies_virus,Rhinolophus_ferrumequinum,,wild,Antibodies,0,[444],,arw
F1623,Severe_acute_respiratory_syndrome-related_coronavirus,Rhinolophus_ferrumequinum,NA,wild,Isolation,2,Calisher et al. 2006,M,v30
F1650,Mount_Elgon_bat_virus,Rhinolophus_hildebrandti,L666,wild,Isolation,2, Metselaar et al. 1969,M,v30
Luis156,Issyk-Kul_virus,Rhinolophus_lepidus,,wild,Isolation,2,Calisher et al. 2006,,v30
F1622,Severe_acute_respiratory_syndrome-related_coronavirus,Rhinolophus_macrotis,NA,wild,Isolation,2,Calisher et al. 2006,M,v30
Luis331,Severe_acute_respiratory_syndrome-related_coronavirus,Rhinolophus_mehelyi,,wild,PCR,2,Drexler et al. 2010,arw,v30
F1621,Severe_acute_respiratory_syndrome-related_coronavirus,Rhinolophus_pearsonii,NA,wild,Isolation,2,Calisher et al. 2006,M,v30
F4,Japanese_encephalitis_virus,Rhinolophus_pusillus,V1146,wild,Isolation,2,Calisher et al. 2006,M,v30
F1239,Oita_virus,Rhinolophus_pusillus,L714,wild,Isolation,2,Calisher et al. 2006,M,v30
Luis304,Rabies_virus,Rhinolophus_pusillus,,wild,Antibodies,0,[444],,arw
Luis327,Severe_acute_respiratory_syndrome-related_coronavirus,Rhinolophus_pusillus,,wild,Antibodies,0,Li et al. 2005,arw,arw
Luis170,Japanese_encephalitis_virus,Rhinolophus_rouxii,,wild,Antibodies,0,Cui et al. 2008,,v30
F6,Kyasanur_Forest_disease_virus,Rhinolophus_rouxii,V1171,wild,Isolation,2,Calisher et al. 2006,M,v30
KJO025,Nipah_virus,Rhinolophus_sinicus,KJO025,wild,Antibodies,0,Li et al. 2008. EID,E,v30
F1620,Severe_acute_respiratory_syndrome-related_coronavirus,Rhinolophus_sinicus,NA,wild,Isolation,2,Calisher et al. 2006,M,v30
LM129,Porcine_rubulavirus,Rhogeessa_parvula,LM129,wild,Antibodies,0,Salas-Rojas et al. 2004,E,v30
Luis077,Cowpox_virus,Rhombomys_opimus,,wild,Isolation,2,Marennikova et al. 1978,arw,arw
LM085,Isfahan_virus,Rhombomys_opimus,LM085,wild,Antibodies,0,Tesh et al. 1977,E,v30
F308,Eastern_equine_encephalitis_virus,Rhynchonycteris_naso,NW306,wild,Antibodies,0,Ubico and McClean 1995,M,v30
F26,Chikungunya_virus,Rousettus_aegyptiacus,V566,wild,Isolation,2,Calisher et al. 2006,M,v30
F1175,European_bat_lyssavirus_1,Rousettus_aegyptiacus,L406,wild,Isolation,2,Calisher et al. 2006,M,v30
LM092,Kasokero_virus,Rousettus_aegyptiacus,LM092,wild,Isolation,2,Kalunda et al. 1986; Calisher et al. 2006,E,v30
F1210,Lagos_bat_virus,Rousettus_aegyptiacus,L594,wild,Isolation,2,Markotter et al. 2008,M,v30
F424,Lake_Victoria_marburgvirus,Rousettus_aegyptiacus,NW601,wild,PCR,2,Pourrut et al. 2009,M,v30
LM142,Shamonda_virus,Rousettus_aegyptiacus,LM142,wild,Isolation,2,Addy et al. 1980,E,v30
Luis403,West_Nile_virus,Rousettus_aegyptiacus,,wild,Antibodies,0,Bunde et al. 2006,,v30
F622,Yogue_virus,Rousettus_aegyptiacus,NW1043,wild,Isolation,2,Calisher et al. 2006,M,v30
F1351,Zaire_ebolavirus,Rousettus_aegyptiacus,L1206,wild,PCR,2,Leroy et al. 2004 ,E,v30
F1133,Australian_bat_lyssavirus,Rousettus_amplexicaudatus,L6,wild,Antibodies,0,Arguin et al. 2002,M,v30
KJO057,Reston_ebolavirus,Rousettus_amplexicaudatus,KJO057,wild,Antibodies,0,Taniguchi et al. 2011,E,v30
Luis056,Chikungunya_virus,Rousettus_leschenaultii,,wild,Isolation,2,Yu et al. 1989,arw,arw
F1160,Dengue_virus,Rousettus_leschenaultii,L340,wild,PCR,2,Wong et al. 2007,NA,v30
F1652,Influenza_A_virus,Rousettus_leschenaultii,L510,wild,Antibodies,0,Kelkar et al. 1981,M,v30
F727,Japanese_encephalitis_virus,Rousettus_leschenaultii,NW575,wild,Isolation,2,Wang et al. 2009,E,v30
F1646,Kyasanur_Forest_disease_virus,Rousettus_leschenaultii,L588,wild,Antibodies,0,Bhat et al. 1978,M,v30
Luis258,Nelson_Bay_orthoreovirus,Rousettus_leschenaultii,,wild ,Isolation,2,Calisher et al. 2006; Du et al. 2010,,kjo
KJO022,Nipah_virus,Rousettus_leschenaultii,KJO022,wild,Antibodies,0,Li et al. 2008. EID,E,v30
Luis305,Rabies_virus,Rousettus_leschenaultii,,wild,Antibodies,0,[444],,arw
KJO,Reston_ebolavirus,Rousettus_leschenaultii,,wild,Antibodies,0,Olival et al. 2013 EID,kjo,v30
Luis328,Severe_acute_respiratory_syndrome-related_coronavirus,Rousettus_leschenaultii,,wild,Antibodies,0,Li et al. 2005,,arw
F1346,West_Nile_virus,Rousettus_leschenaultii,L1180,wild,Isolation,2,Paul et al. 1970,M,v30
KJO066,Zaire_ebolavirus,Rousettus_leschenaultii,,wild,Antibodies,0,Olival et al. 2012,kjo,v30
Luis369,Tioman_virus,Rousettus_madagascariensis,,wild,Antibodies,0,Iehle et al. 2007,,v30
KJO286,Border_disease_virus,Rupicapra_pyrenaica,,wild,PCR,2,"Fern_ndez-Sirera L, Cabez_n O, Allepuz A, Rosell R, Riquelme C, Serrano E, Lavên S, Marco I. Two Different Epidemiological Scenarios of Border Disease in the Populations of Pyrenean chamois (Rupicapra p. pyrenaica) after the First Disease Outbreaks. PLoS One. 2012;7(12):e51031. doi: 10.1371/journal.pone.0051031. Epub 2012 Dec 10. PubMed PMID: 23251417; PubMed Central PMCID: PMC3519488.",kjo,v30
KJO999,Bovine_viral_diarrhea_virus_1,Rupicapra_pyrenaica,,wild,PCR,2,Arnal et al. 2004,OIE,v30
KJO070,Bovine_herpesvirus_2,Rupicapra_rupicapra,,wild,Antibodies,0,"Thiry et al. 1988, JWD",kjo,v30
F703,Foot-and-mouth_disease_virus,Rusa_unicolor,NW446,domestic,Isolation,2,Barman et al. 1999,arw,arw
Luis437,Australian_bat_lyssavirus,Saccolaimus_flaviventris,,wild,Isolation,2,Calisher et al. 2006; Wong et al. 2007,,v30
F1131,Australian_bat_lyssavirus,Saccolaimus_saccolaimus,L55,wild,Isolation,2,Calisher et al. 2006,M,v30
F1125,Yellow_fever_virus,Saguinus_geoffroyi,MP404,wild,Antibodies,0,Seymour et al. 1983,M,v30
KJO281,GB_virus_A,Saguinus_labiatus,,wild,PCR,2,"Bukh, J. & Apgar, C. L. (1997). Five new or recently discovered (GBVA) virus species are indigenous to New World monkeys and may constitute a separate genus of the Flaviviridae. Virology 229, 429_436.",kjo,v30
KJO277,GB_virus_B,Saguinus_labiatus,,captive,Isolation,2,"Simons, J. N., Pilot-Matias, T. J., Leary, T. P., Dawson, G. J., Desai, G. J., Desai, S. M., Schlauder, G. G., Muerhoff, A. S., Erker, J. C. & other authors (1995b). Identification of two flavivirus-like genomes in the GB hepatitis agent. Proc Natl Acad Sci U S A 92, 3401_3405.",kjo,v30
,Torque_Teno_virus,Saguinus_labiatus,,wild,PCR,2,Okamoto et al. 2000,arw,arw
KJO401,Callitrichine_herpesvirus_1,Saguinus_midas,,wild,Isolation,2,"de Thoisy B, Pouliquen JF, Lacoste V, Gessain A, Kazanji M. Novel gamma-1 herpesviruses identified in free-ranging new world monkeys (golden-handed tamarin [Saguinus midas], squirrel monkey [Saimiri sciureus], and white-faced saki [Pithecia pithecia]) in French Guiana. J Virol. 2003 Aug;77(16):9099-105. PubMed PMID: 12885928; PubMed Central PMCID: PMC167222.",kjo,v30
F440,Mayaro_virus,Saguinus_midas,NW627,wild,Antibodies,0,de Thoisy et al. 2003,M,v30
KJO279,GB_virus_A,Saguinus_mystax,,wild,PCR,2,"Bukh, J. & Apgar, C. L. (1997). Five new or recently discovered (GBVA) virus species are indigenous to New World monkeys and may constitute a separate genus of the Flaviviridae. Virology 229, 429_436.",kjo,v30
KJO280,GB_virus_A,Saguinus_nigricollis,,wild,PCR,2,"Bukh, J. & Apgar, C. L. (1997). Five new or recently discovered (GBVA) virus species are indigenous to New World monkeys and may constitute a separate genus of the Flaviviridae. Virology 229, 429_436.",kjo,v30
KJO282,GB_virus_A,Saguinus_oedipus,,wild,PCR,2,"Bukh, J. & Apgar, C. L. (1997). Five new or recently discovered (GBVA) virus species are indigenous to New World monkeys and may constitute a separate genus of the Flaviviridae. Virology 229, 429_436.",kjo,v30
LM191,Torque_Teno_virus,Saguinus_oedipus,LM191,wild,PCR,2,Catroxo et al. 2008,E,v30
F702,Foot-and-mouth_disease_virus,Saiga_tatarica,NW445,wild,Isolation,2,Weaver et al. 2013,arw,arw
