"","sourceOccurrenceId","sourceTaxonId","sourceTaxonName","sourceTaxonOrder","sourceTaxonFamily","sourceTaxonGenus","sourceBodyPartId","sourceBodyPartName","sourceLifeStageId","sourceLifeStageName","interactionTypeId","interactionTypeName","targetOccurrenceId","targetTaxonId","targetTaxonName","targetTaxonOrder","targetTaxonFamily","targetTaxonGenus","targetBodyPartId","targetBodyPartName","targetLifeStageId","targetLifeStageName","localityId","localityName","decimalLatitude","decimalLongitude","observationDateTime","referenceDoi","referenceUrl","referenceCitation"
"2218","","","Caraparu virus","Unassigned","Bunyaviridae","Orthobunyavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Proechimys guyannensis","RODENTIA","ECHIMYIDAE","Proechimys","","","","","","","","","","","","Shope RE, Woodall JP, and Travassos da Rosa APA (1988). The epidemiology of diseases caused by viruses in groups C and Guama (Bunyaviridae). The Arboviruses: Epidemiology and Ecology:37-52."
"2219","","","Catu virus","Unassigned","Bunyaviridae","Orthobunyavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Proechimys guyannensis","RODENTIA","ECHIMYIDAE","Proechimys","","","","","","","","","","","","Shope RE, Woodall JP, and Travassos da Rosa APA (1988). The epidemiology of diseases caused by viruses in groups C and Guama (Bunyaviridae). The Arboviruses: Epidemiology and Ecology:37-52."
"2220","","","Encephalomyocarditis virus","Picornavirales","Picornaviridae","Cardiovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Proechimys guyannensis","RODENTIA","ECHIMYIDAE","Proechimys","","","","","","","","","","","","Tesh RB, and Wallace GD (1978). Observations on the natural history of encephalomyocarditis virus. The American journal of tropical medicine and hygiene 27:133-143."
"2221","","","Guama virus","Unassigned","Bunyaviridae","Orthobunyavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Proechimys guyannensis","RODENTIA","ECHIMYIDAE","Proechimys","","","","","","","","","","","","Shope RE, Woodall JP, and Travassos da Rosa APA (1988). The epidemiology of diseases caused by viruses in groups C and Guama (Bunyaviridae). The Arboviruses: Epidemiology and Ecology:37-52."
"2222","","","Marituba virus","Unassigned","Bunyaviridae","Orthobunyavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Proechimys guyannensis","RODENTIA","ECHIMYIDAE","Proechimys","","","","","","","","","","","","Shope RE, Woodall JP, and Travassos da Rosa APA (1988). The epidemiology of diseases caused by viruses in groups C and Guama (Bunyaviridae). The Arboviruses: Epidemiology and Ecology:37-52."
"2223","","","Oriboca virus","Unassigned","Bunyaviridae","Orthobunyavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Proechimys guyannensis","RODENTIA","ECHIMYIDAE","Proechimys","","","","","","","","","","","","Shope RE, Woodall JP, and Travassos da Rosa APA (1988). The epidemiology of diseases caused by viruses in groups C and Guama (Bunyaviridae). The Arboviruses: Epidemiology and Ecology:37-52."
"2224","","","Pixuna virus","Unassigned","Togaviridae","Alphavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Proechimys guyannensis","RODENTIA","ECHIMYIDAE","Proechimys","","","","","","","","","","","","Shope RE, Causey OR, and De Andrade AH (1964). The Venezuelan Equine Encephalomyelitis complex of Group A Arthropod-Borne Viruses, including Mucambo and Pixuna from the Amazon region of Brazil. The American Journal of Tropical Medicine and Hygiene 13:723-727."
"2225","","","Venezuelan equine encephalitis virus","Unassigned","Togaviridae","Alphavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Proechimys guyannensis","RODENTIA","ECHIMYIDAE","Proechimys","","","","","","","","","","","",NA
"2226","","","Maraba virus","Mononegavirales","Rhabdoviridae","Vesiculovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Proechimys longicaudatus","RODENTIA","ECHIMYIDAE","Proechimys","","","","","","","","","","","","da Rosa JF, da Rosa AP, D_gallier N, and Vasconcelos PF (1992). Characterization and antigenic relationship of 3 new Bunyaviruses in the group Anopheles A (Bunyaviridae) of arboviruses. Revista De Saude Publica 26:173-178."
"2227","","","Caraparu virus","Unassigned","Bunyaviridae","Orthobunyavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Proechimys semispinosus","RODENTIA","ECHIMYIDAE","Proechimys","","","","","","","","","","","","Shope RE, Woodall JP, and Travassos da Rosa APA (1988). The epidemiology of diseases caused by viruses in groups C and Guama (Bunyaviridae). The Arboviruses: Epidemiology and Ecology:37-52."
"2228","","","Madrid virus","Unassigned","Bunyaviridae","Orthobunyavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Proechimys semispinosus","RODENTIA","ECHIMYIDAE","Proechimys","","","","","","","","","","","","Shope RE, Woodall JP, and Travassos da Rosa APA (1988). The epidemiology of diseases caused by viruses in groups C and Guama (Bunyaviridae). The Arboviruses: Epidemiology and Ecology:37-52."
"2229","","","Marituba virus","Unassigned","Bunyaviridae","Orthobunyavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Proechimys semispinosus","RODENTIA","ECHIMYIDAE","Proechimys","","","","","","","","","","","","Galindo P, Srihongs.S, Derodani.E, and Grayson MA (1966). An ecological survey from arboviruses in Almirante Panama 1959-1962 American Journal of Tropical Medicine and Hygiene 15:385-&."
"2230","","","St. Louis encephalitis virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Proechimys semispinosus","RODENTIA","ECHIMYIDAE","Proechimys","","","","","","","","","","","","Sabattini MS, Shope RE, and Vanella JM (1965). Serological survey for Arboviruses in Cordoba Province Argentina. American Journal of Tropical Medicine and Hygiene 14:1073-1078."
"2231","","","Venezuelan equine encephalitis virus","Unassigned","Togaviridae","Alphavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Proechimys semispinosus","RODENTIA","ECHIMYIDAE","Proechimys","","","","","","","","","","","","Grayson MA, and Galindo P (1968). Epidemiologic Studies Of Venezuelan Equine Encephalitis Virus In Almirante Panama. American journal of epidemiology 88:80-&."
"2232","","","Vesicular stomatitis Indiana virus","Mononegavirales","Rhabdoviridae","Vesiculovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Proechimys semispinosus","RODENTIA","ECHIMYIDAE","Proechimys","","","","","","","","","","","","Tesh RB, Peralta PH, and Johnson KM (1969). Ecologic studies of vesicular stomatitis virus. I. Prevalence of infection among animals and humans living in an area of endemic VSV activity. American journal of epidemiology 90:255-261."
"2233","","","Rabies virus","Mononegavirales","Rhabdoviridae","Lyssavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Proteles cristata","CARNIVORA","HYAENIDAE","Proteles","","","","","","","","","","","","Lembo T, Hampson K, Haydon DT, Craft M, Dobson AP, Dushoff J, et al. (2008). Exploring reservoir dynamics : a case study of rabies in the Serengeti ecosystem. Journal of Applied Ecology:1246-1257."
"2234","","","Canine distemper virus","Mononegavirales","Paramyxoviridae","Morbillivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pseudalopex gymnocercus","CARNIVORA","CANIDAE","Pseudalopex","","","","","","","","","","","","Fiorello CV, Noss AJ, Deem SL, Maffei L, and Dubovi EJ (2007). Serosurvey of small carnivores in the Bolivian Chaco. Journal of wildlife diseases 43:551-557."
"2235","","","Rabies virus","Mononegavirales","Rhabdoviridae","Lyssavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pseudalopex vetulus","CARNIVORA","CANIDAE","Pseudalopex","","","","","","","","","","","","Silva MLCR, da Silva Lima F, de Barros Gomes AA, de Azevedo SS, Alves CJ, Bernardi F, et al. (2009). Isolation of rabies virus from the parotid salivary glands of foxes (Pseudalopex vetulus) from Paraiba State, North Eastern Brazil. Brazilian Journal of Microbiology 40:446-449."
"2236","","","Peste-des-petits-ruminants virus","Mononegavirales","Paramyxoviridae","Morbillivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pseudois nayaur","CETARTIODACTYLA","BOVIDAE","Pseudois","","","","","","","","","","","","Bao J, Wang Z, Li L, Wu X, Sang P, Wu G, Ding G, Suo L, Liu C, Wang J, Zhao W, Li J, and L Qi (2011). Detection and genetic characterization of peste des petits ruminants virus in free-living bharals (Pseudois nayaur) in Tibet, China. Research in Veterinary Science 90:238-240."
"2237","","","Dengue virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pteronotus davyi","CHIROPTERA","MORMOOPIDAE","Pteronotus","","","","","","","","","","","","Price JL (1978). Serological evidence of infection of Tacaribe Virus and arboviruses in Trinidadian bats. American Journal Tropical Medicine and Hygiene 27:162-."
"2238","","","Ilheus virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pteronotus davyi","CHIROPTERA","MORMOOPIDAE","Pteronotus","","","","","","","","","","","","Price JL (1978). Serological evidence of infection of Tacaribe Virus and arboviruses in Trinidadian bats. American Journal Tropical Medicine and Hygiene 27:162-."
"2239","","","Rabies virus","Mononegavirales","Rhabdoviridae","Lyssavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pteronotus davyi","CHIROPTERA","MORMOOPIDAE","Pteronotus","","","","","","","","","","","","Goodwin GG, and Greenhall AM (1961). A review of the bats of Trinidad and Tobago. Descriptions, rabies infection and ecology. Bulletin of the American Museum of Natural History 122:187-302."
"2240","","","Rio Bravo virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pteronotus davyi","CHIROPTERA","MORMOOPIDAE","Pteronotus","","","","","","","","","","","","Price JL (1978). Isolation Of Rio Bravo And A Hitherto Undescribed Agent, Tamana Bat Virus, From Insectivorous Bats In Trinidad, With Serological Evidence Of Infection In Bats And Man. American Journal of Tropical Medicine and Hygiene 27:153-161."
"2241","","","St. Louis encephalitis virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pteronotus davyi","CHIROPTERA","MORMOOPIDAE","Pteronotus","","","","","","","","","","","","Price JL (1978). Serological evidence of infection of Tacaribe Virus and arboviruses in Trinidadian bats. American Journal Tropical Medicine and Hygiene 27:162-."
"2242","","","Tamana bat virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pteronotus davyi","CHIROPTERA","MORMOOPIDAE","Pteronotus","","","","","","","","","","","","Price JL (1978). Isolation Of Rio Bravo And A Hitherto Undescribed Agent, Tamana Bat Virus, From Insectivorous Bats In Trinidad, With Serological Evidence Of Infection In Bats And Man. American Journal of Tropical Medicine and Hygiene 27:153-161."
"2243","","","Yellow fever virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pteronotus davyi","CHIROPTERA","MORMOOPIDAE","Pteronotus","","","","","","","","","","","","Price JL (1978). Serological evidence of infection of Tacaribe Virus and arboviruses in Trinidadian bats. American Journal Tropical Medicine and Hygiene 27:162-."
"2244","","","Bimiti virus","Unassigned","Bunyaviridae","Orthobunyavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pteronotus parnellii","CHIROPTERA","MORMOOPIDAE","Pteronotus","","","","","","","","","","","","Price JL (1978). Serological evidence of infection of Tacaribe Virus and arboviruses in Trinidadian bats. American Journal Tropical Medicine and Hygiene 27:162-."
"2245","","","Dengue virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pteronotus parnellii","CHIROPTERA","MORMOOPIDAE","Pteronotus","","","","","","","","","","","","Aguilar-Seti_n A, Romero-Almaraz ML, Sànchez-Hernàndez C, Figueroa R, Juàrez-Palma LP, GarcÕa-Flores MM, et al. (2008). Dengue virus in Mexican bats. Epidemiology and Infection 136:1678-1683."
"2246","","","Ilheus virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pteronotus parnellii","CHIROPTERA","MORMOOPIDAE","Pteronotus","","","","","","","","","","","","Price JL (1978). Serological evidence of infection of Tacaribe Virus and arboviruses in Trinidadian bats. American Journal Tropical Medicine and Hygiene 27:162-."
"2247","","","Rabies virus","Mononegavirales","Rhabdoviridae","Lyssavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pteronotus parnellii","CHIROPTERA","MORMOOPIDAE","Pteronotus","","","","","","","","","","","","Salas-Rojas M, Sanchez-Hernandez C, Romero-Almaraz ML, Schnell G, Schmid R, and Aguilar-Seti_n A (2004). Prevalence of rabies and LPM paramyxovirus antibody in non-hematophagous bats captured in the central pacific coast of Mexico. Transactions of the Royal Society of Tropical Medicine and Hygiene 98:577-584."
"2248","","","Rio Bravo virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pteronotus parnellii","CHIROPTERA","MORMOOPIDAE","Pteronotus","","","","","","","","","","","","Price JL (1978). Isolation Of Rio Bravo And A Hitherto Undescribed Agent, Tamana Bat Virus, From Insectivorous Bats In Trinidad, With Serological Evidence Of Infection In Bats And Man. American Journal of Tropical Medicine and Hygiene 27:153-161."
"2249","","","St. Louis encephalitis virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pteronotus parnellii","CHIROPTERA","MORMOOPIDAE","Pteronotus","","","","","","","","","","","","Price JL (1978). Serological evidence of infection of Tacaribe Virus and arboviruses in Trinidadian bats. American Journal Tropical Medicine and Hygiene 27:162-."
"2250","","","Tamana bat virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pteronotus parnellii","CHIROPTERA","MORMOOPIDAE","Pteronotus","","","","","","","","","","","","Price JL (1978). Isolation Of Rio Bravo And A Hitherto Undescribed Agent, Tamana Bat Virus, From Insectivorous Bats In Trinidad, With Serological Evidence Of Infection In Bats And Man. American Journal of Tropical Medicine and Hygiene 27:153-161."
"2251","","","Yellow fever virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pteronotus parnellii","CHIROPTERA","MORMOOPIDAE","Pteronotus","","","","","","","","","","","","Price JL (1978). Serological evidence of infection of Tacaribe Virus and arboviruses in Trinidadian bats. American Journal Tropical Medicine and Hygiene 27:162-."
"2252","","","Hendra virus","Mononegavirales","Paramyxoviridae","Henipavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pteropus admiralitatum","CHIROPTERA","PTEROPODIDAE","Pteropus","","","","","","","","","","","",NA
"2253","","","Australian bat lyssavirus","Mononegavirales","Rhabdoviridae","Lyssavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pteropus alecto","CHIROPTERA","PTEROPODIDAE","Pteropus","","","","","","","","","","","","Speare R, Skerratt L, Foster R, Berger L, Hooper P, Lunt R, et al. (1997). Australian Bat Lyssavirus Infection in Three Fruit Bats from North Queensland. Communicable Disease Intelligence 21:117-120."
"2254","","","Dengue virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pteropus alecto","CHIROPTERA","PTEROPODIDAE","Pteropus","","","","","","","","","","","","O'Connor J, Rowan I, and Lawrence J (1955). Relationships between the Flying Fox (Genus Pteropus) and Arthropod-brone Fevers of North Queensland. Nature 176."
"2255","","","Hendra virus","Mononegavirales","Paramyxoviridae","Henipavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Pteropus alecto","CHIROPTERA","PTEROPODIDAE","Pteropus","","","","","","","","","","","","Calisher CH, Childs JE, Field HE, Holmes KV, and Schountz T (2006). Bats: Important reservoir hosts of emerging viruses. Clinical microbiology reviews 19:531-+."
