,vVirusNameCorrected,IsHoSa.stringent,IsHoSa,seq,vNum,vOrder,vFamily,vSubfamily,vGenus,vIsTypeSpecies,vGenomeMinLength,vGenomeMaxLength,vGenomeAveLength,vPubMedCites,vWOKcites,vICTVnumber,vDNAoRNA,vSSoDS,vSegmented01,vSegmentedTF,vCytoReplic01,vCytoReplicTF,vVectorYNna,vBrdth.medianPD.cytb,vBrdth.meanPD.cytb,vBrdth.minPD.cytb,vBrdth.maxPD.cytb,vBrdth.iqrPD.cytb,vBrdth.sdPD.cytb,vBrdth.medianPD.ST,vBrdth.meanPD.ST,vBrdth.minPD.ST,vBrdth.maxPD.ST,vBrdth.iqrPD.ST,vBrdth.sdPD.ST,vBrdth.medianPD.ST.stringent,vBrdth.meanPD.ST.stringent,vBrdth.minPD.ST.stringent,vBrdth.maxPD.ST.stringent,vBrdth.iqrPD.ST.stringent,vBrdth.sdPD.ST.stringent,vBrdth.medianPD.cytb.stringent,vBrdth.meanPD.cytb.stringent,vBrdth.minPD.cytb.stringent,vBrdth.maxPD.cytb.stringent,vBrdth.iqrPD.cytb.stringent,vBrdth.sdPD.cytb.stringent,NumHosts,IsZoonotic,NumHosts.stringent,IsZoonotic.stringent,vEnvelope
472,Rio_Segundo_virus,0,0,475,550,Unassigned,Bunyaviridae,,Hantavirus,0,NA,NA,NA,0,0,,RNA,SS,1,TRUE,1,TRUE,N,0.305377768,0.305377768,0.305377768,0.305377768,0,NA,44,44,44,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,enveloped
473,Ross_River_virus,1,1,476,390,Unassigned,Togaviridae,,Alphavirus,0,NA,NA,11657,405,486,00.073.0.01.021.,RNA,SS,0,FALSE,1,TRUE,Y,0.672699967,0.641707614,0.136392773,0.792800235,0.184151593,0.166102736,294.2,230.9466667,20.2,294.2,119.4666667,80.90405134,294.2,294.2,294.2,294.2,0,NA,0.773502237,0.773502237,0.773502237,0.773502237,0,NA,6,1,2,1,enveloped
474,Rotavirus_A,1,1,477,318,Unassigned,Reoviridae,Sedoreovirinae,Rotavirus,1,528,3267,1897.5,62,9291,00.060.0.03.001.,RNA,DS,1,TRUE,1,TRUE,N,0.541743767,0.544020072,0,0.762903805,0.223848881,0.190232139,170.8,160.7714286,0,192.4,34.8,52.26533405,170.8,158.1,0,192.4,25.15,58.91683404,0.530862075,0.526767665,0,0.757224401,0.212931455,0.212879711,7,1,5,1,non-enveloped
475,Rotavirus_B,1,1,478,319,Unassigned,Reoviridae,Sedoreovirinae,Rotavirus,0,16500,21000,18750,34,5,00.060.0.03.002.,RNA,DS,1,TRUE,1,TRUE,N,0.55115694,0.533964666,0.305626405,0.745670829,0.325537144,0.187858699,161.8,148.7666667,53,192.4,67.71666667,55.6777035,192.4,192.4,192.4,192.4,0,NA,0.671770443,0.671770443,0.671770443,0.671770443,0,NA,4,1,2,1,non-enveloped
476,Rotavirus_C,1,1,479,320,Unassigned,Reoviridae,Sedoreovirinae,Rotavirus,0,613,3309,1961,5,7,00.060.0.03.003.,RNA,DS,1,TRUE,1,TRUE,N,0.671770443,0.573982441,0.367524744,0.682652136,0.26260616,0.178880374,192.4,172,131.2,192.4,51,35.33383647,192.4,172,131.2,192.4,51,35.33383647,0.671770443,0.573982441,0.367524744,0.682652136,0.26260616,0.178880374,3,1,3,1,non-enveloped
477,Rotavirus_E,0,0,480,321,Unassigned,Reoviridae,Sedoreovirinae,Rotavirus,0,16500,21000,18750,4,6,00.060.0.03.005.,RNA,DS,1,TRUE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
478,Rubella_virus,1,1,481,397,Unassigned,Togaviridae,,Rubivirus,1,NA,NA,9762,3672,1506,00.073.0.02.001.,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
479,Sabia_virus,1,1,482,49,Unassigned,Arenaviridae,,Arenavirus,0,NA,NA,10499,18,22,00.003.0.01.017.,RNA,SS,1,TRUE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
480,Saboya_virus,0,0,483,176,Unassigned,Flaviviridae,,Flavivirus,0,NA,NA,NA,2,2,,RNA,SS,0,FALSE,1,TRUE,Y,0.576219877,0.511722736,0.37796446,0.580983871,0.169182843,0.115862554,144.2,138,58.8,192.4,99.5,61.12073298,144.2,138,58.8,192.4,99.5,61.12073298,0.576219877,0.511722736,0.37796446,0.580983871,0.169182843,0.115862554,4,0,4,0,enveloped
481,Saimiriine_herpesvirus_1,0,0,484,213,Herpesvirales,Herpesviridae,,Simplexvirus,0,NA,NA,156742,3,3,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
482,Saimiriine_herpesvirus_2,0,0,485,211,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,1,NA,NA,112930,493,10,00.031.3.02.001.,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
483,Sal_Vieja_virus,0,0,486,551,Unassigned,Flaviviridae,,Flavivirus,0,NA,NA,1011,1,0,,RNA,SS,0,FALSE,1,TRUE,Y,0.485599854,0.485599854,0.485599854,0.485599854,0,NA,76.4,76.4,76.4,76.4,0,NA,76.4,76.4,76.4,76.4,0,NA,0.485599854,0.485599854,0.485599854,0.485599854,0,NA,2,0,2,0,enveloped
484,Salehabad_virus,0,0,487,111,Unassigned,Bunyaviridae,,Phlebovirus,0,11400,14700,13050,1,1,00.011.0.04.008.,RNA,SS,1,TRUE,1,TRUE,Y,0.634565238,0.663647985,0.541673573,0.814705144,0.227526309,0.138819719,144.2,136.1,47.4,192.4,100.45,64.17597681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,0,enveloped
485,Salem_virus,0,0,488,552,Mononegavirales,Paramyxoviridae,,Unassigned,0,NA,NA,16698,4,4,,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
486,San_Perlita_virus,0,0,489,553,Unassigned,Flaviviridae,,Flavivirus,0,NA,NA,1011,1,1,,RNA,SS,0,FALSE,1,TRUE,Y,0.485599854,0.485599854,0.485599854,0.485599854,0,NA,76.4,76.4,76.4,76.4,0,NA,76.4,76.4,76.4,76.4,0,NA,0.485599854,0.485599854,0.485599854,0.485599854,0,NA,2,0,2,0,enveloped
487,Sandfly_fever_Naples_virus,1,1,490,112,Unassigned,Bunyaviridae,,Phlebovirus,0,NA,NA,12488,69,10,00.011.0.04.009.,RNA,SS,1,TRUE,1,TRUE,Y,0.967874501,0.967874501,0.967874501,0.967874501,0,NA,192.4,192.4,192.4,192.4,0,NA,192.4,192.4,192.4,192.4,0,NA,0.967874501,0.967874501,0.967874501,0.967874501,0,NA,2,1,2,1,enveloped
488,Sandfly_fever_Sicilian_virus,1,1,491,113,Unassigned,Bunyaviridae,,Phlebovirus,Tentative in genus,NA,NA,NA,17,13,00.011.0.84.011.,RNA,SS,1,TRUE,1,TRUE,Y,0.776420366,0.776420366,0.776420366,0.776420366,0,NA,192.4,192.4,192.4,192.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,enveloped
489,Sapporo_virus,1,1,492,130,Unassigned,Caliciviridae,,Sapovirus,Tentative in genus,NA,NA,NA,20,33,00.012.0.04.001.,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
490,Sathuperi_virus,0,0,493,554,Unassigned,Bunyaviridae,,Orthobunyavirus,0,843,4330,2586.5,3,2,,RNA,SS,1,TRUE,1,TRUE,Y,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
491,Sciurid_herpesvirus_1,0,0,494,597,Unassigned,Herpesviridae,,Ictalurivirus,1,NA,NA,NA,1,1,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
492,Sciurid_herpesvirus_2,0,0,495,598,Unassigned,Herpesviridae,,Ictalurivirus,0,NA,NA,NA,1,1,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
493,Sealpox_virus,1,1,496,300,Unassigned,Poxviridae,Chordopoxvirinae,Parapoxvirus,Tentative in genus,NA,NA,NA,4,7,,DNA,DS,0,FALSE,1,TRUE,N,0.665017454,0.665017454,0.665017454,0.665017454,0,NA,192.4,192.4,192.4,192.4,0,NA,192.4,192.4,192.4,192.4,0,NA,0.665017454,0.665017454,0.665017454,0.665017454,0,NA,2,1,2,1,enveloped
494,Semliki_Forest_virus,0,1,497,391,Unassigned,Togaviridae,,Alphavirus,0,NA,NA,11442,2092,2440,00.073.0.01.023.,RNA,SS,0,FALSE,1,TRUE,Y,0.636987555,0.636987555,0.636987555,0.636987555,0,NA,192.4,149.38,21.2,192.4,121.8,67.25562843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,0,enveloped
495,Sendai_virus,0,0,498,253,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Respirovirus,1,NA,NA,15384,3250,3406,01.048.1.01.001.,RNA,SS,0,FALSE,1,TRUE,N,0.641032911,0.63211002,0.22321414,0.937891274,0.211960057,0.159383622,165.2,150.8939394,39.2,192.4,96.4,46.76097281,144.2,138.0666667,59.2,192.4,99.46666667,61.01719976,0.627569852,0.588584857,0.29264421,0.719003329,0.128446194,0.15283759,12,0,4,0,enveloped
496,Seoul_virus,0,1,499,70,Unassigned,Bunyaviridae,,Hantavirus,0,NA,NA,NA,141,141,,RNA,SS,1,TRUE,1,TRUE,N,0.452602077,0.391816925,0.041195389,0.707626796,0.502223077,0.252569937,96,93.10666667,11.8,183.8,164.4,74.30161954,19.4,47.76,11.8,96,84.2,41.63415265,0.170125102,0.250865895,0.041195389,0.46491732,0.374803708,0.181194161,6,1,5,0,enveloped
497,Sepik_virus,0,0,500,177,Unassigned,Flaviviridae,,Flavivirus,0,NA,NA,10793,3,12,,RNA,SS,0,FALSE,1,TRUE,Y,0.289905133,0.291057647,0.167561697,0.401613709,0.19478161,0.108180534,111.8,109.1666667,37.2,170.6,118.9166667,67.5436945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,0,enveloped
498,Severe_acute_respiratory_syndrome-related_coronavirus,0,1,501,136,Nidovirales,Coronaviridae,Coronavirinae,Betacoronavirus,0,NA,NA,29751,6,5,,RNA,SS,0,FALSE,1,TRUE,N,0.473805298,0.394037451,0.045864202,0.757224401,0.408964002,0.210904116,156.8,113.774359,1.4,192.4,163.2,76.06551079,8,7.685714286,1.4,8,0,1.440238076,0.137971571,0.13187982,0.045864202,0.158388384,0.025418584,0.025522825,13,1,7,0,enveloped
499,Shamonda_virus,1,1,502,99,Unassigned,Bunyaviridae,,Orthobunyavirus,0,4287,NA,NA,2,1,,RNA,SS,1,TRUE,1,TRUE,Y,0.692196553,0.550324059,0.252971976,0.705803647,0.377359726,0.257604317,109.8,106.7666667,9,192.4,166.7166667,94.04172833,109.8,106.7666667,9,192.4,166.7166667,94.04172833,0.692196553,0.550324059,0.252971976,0.705803647,0.377359726,0.257604317,4,1,4,1,enveloped
500,Sheeppox_virus,0,0,503,292,Unassigned,Poxviridae,Chordopoxvirinae,Capripoxvirus,1,NA,NA,149955,24,24,00.058.1.04.001.,DNA,DS,0,FALSE,1,TRUE,N,0.12162044,0.12162044,0.12162044,0.12162044,0,NA,27.4,27.4,27.4,27.4,0,NA,27.4,27.4,27.4,27.4,0,NA,0.12162044,0.12162044,0.12162044,0.12162044,0,NA,2,0,2,0,enveloped
501,Shuni_virus,1,1,504,100,Unassigned,Bunyaviridae,,Orthobunyavirus,0,NA,NA,NA,1,1,,RNA,SS,1,TRUE,1,TRUE,Y,0.636987555,0.573751133,0.401613709,0.682652136,0.234198689,0.150813737,192.4,185.1333333,170.6,192.4,18.16666667,12.58623587,192.4,185.1333333,170.6,192.4,18.16666667,12.58623587,0.636987555,0.573751133,0.401613709,0.682652136,0.234198689,0.150813737,3,1,3,1,enveloped
502,Simbu_virus,0,0,505,101,Unassigned,Bunyaviridae,,Orthobunyavirus,0,NA,NA,NA,103,2,00.011.0.01.043.,RNA,SS,1,TRUE,1,TRUE,Y,0.266738788,0.266738788,0.266738788,0.266738788,0,NA,51.6,51.6,51.6,51.6,0,NA,51.6,51.6,51.6,51.6,0,NA,0.266738788,0.266738788,0.266738788,0.266738788,0,NA,2,0,2,0,enveloped
503,Simian_adenovirus,0,0,506,27,Unassigned,Adenoviridae,,Mastadenovirus,Tentative in genus,NA,NA,NA,194,155,,DNA,DS,0,FALSE,0,FALSE,N,0.374175978,0.374175978,0.374175978,0.374175978,0,NA,70.6,70.6,70.6,70.6,0,NA,70.6,70.6,70.6,70.6,0,NA,0.374175978,0.374175978,0.374175978,0.374175978,0,NA,2,0,2,0,non-enveloped
504,Simian_enterovirus_A,0,0,507,451,Picornavirales,Picornaviridae,,Enterovirus,0,NA,NA,7374,0,0,,RNA,SS,0,FALSE,1,TRUE,N,0.314407852,0.291822171,0.092335921,0.400965695,0.168225444,0.120810685,50.4,47.8,14.6,70.6,41.7,25.61749402,50.4,47.8,14.6,70.6,41.7,25.61749402,0.314407852,0.291822171,0.092335921,0.400965695,0.168225444,0.120810685,4,0,4,0,non-enveloped
505,Simian_foamy_virus,1,1,508,346,Unassigned,Retroviridae,Spumaretrovirinae,Spumavirus,1,NA,NA,13246,144,151,00.061.2.07.001.,RNA,SS,0,FALSE,0,FALSE,N,0.394046029,0.42741058,0.02437469,0.899615879,0.335329421,0.193806803,40.4,49.45602537,1.4,104.8,38.2,25.09900039,40.4,48.60996678,1.4,104.8,38.2,25.18546263,0.395090245,0.429443621,0.02437469,0.899615879,0.3485052,0.197441995,44,1,43,1,enveloped
506,Simian_hemorrhagic_fever_virus,0,0,509,555,Nidovirales,Arteriviridae,,Arterivirus,0,15204,15717,15460.5,35,32,,RNA,SS,0,FALSE,1,TRUE,N,0.633319117,0.538865783,0.319494162,0.66378407,0.286908257,0.190591079,32.4,32.52,11.2,40.4,12.8,9.137079524,32.4,32.52,11.2,40.4,12.8,9.137079524,0.633319117,0.538865783,0.319494162,0.66378407,0.286908257,0.190591079,5,0,5,0,enveloped
507,Simian_immunodeficiency_virus,0,0,510,342,Unassigned,Retroviridae,Orthoretrovirinae,Lentivirus,0,NA,NA,9623,5546,4718,00.061.1.06.011.,RNA,SS,0,FALSE,0,FALSE,N,0.399680043,0.408027467,0.056101034,0.686645396,0.357410955,0.178635082,32.4,35.67428571,2,70.6,10.6,15.27643376,32.4,30.67692308,2,40.4,2.6,6.887159577,0.386856498,0.401041639,0.056101034,0.686645396,0.367203169,0.197562992,15,0,13,0,enveloped
508,Simian_parvovirus,0,1,511,556,Unassigned,Parvoviridae,Parvovirinae,Erythrovirus,0,NA,NA,NA,13,30,,DNA,SS,0,FALSE,0,FALSE,N,0.405898964,0.405898964,0.405898964,0.405898964,0,NA,70.6,70.6,70.6,70.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,non-enveloped
509,Simian_virus_10,0,1,512,254,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Respirovirus,0,NA,NA,NA,1,4,01.048.1.01.006.,RNA,SS,0,FALSE,1,TRUE,N,0.810928722,0.810928722,0.810928722,0.810928722,0,NA,183.8,146.0666667,70.6,183.8,94.33333333,65.35605047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,0,enveloped
510,Simian_virus_12,0,0,513,289,Unassigned,Polyomaviridae,,Polyomavirus,0,NA,NA,5206,1,1,,DNA,DS,0,FALSE,0,FALSE,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,non-enveloped
511,Simian_virus_40,1,1,514,290,Unassigned,Polyomaviridae,,Polyomavirus,1,NA,NA,5243,13452,7091,00.047.0.01.001.,DNA,DS,0,FALSE,0,FALSE,NA,0.378601331,0.298075213,0.127687927,0.387936382,0.216873713,0.14763352,70.6,52.93333333,17.6,70.6,44.16666667,30.59956427,70.6,70.6,70.6,70.6,0,NA,0.387936382,0.387936382,0.387936382,0.387936382,0,NA,3,1,2,1,non-enveloped
512,Simian_virus_5,0,0,515,262,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Rubulavirus,0,NA,NA,15246,233,275,,RNA,SS,0,FALSE,1,TRUE,NA,0.330629399,0.261721884,0.091504427,0.363031824,0.22627283,0.148300256,40.4,32.66666667,17.2,40.4,19.33333333,13.39452625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,0,enveloped
513,Sin_Nombre_virus,1,1,516,71,Unassigned,Bunyaviridae,,Hantavirus,0,NA,NA,12317,240,366,00.011.0.02.019.,RNA,SS,1,TRUE,1,TRUE,N,0.458923149,0.49690371,0.137735043,0.950160757,0.332357926,0.20258251,96,93.01333333,13.8,183.8,103.8,52.95068291,183.8,139.9333333,52.2,183.8,109.6666667,75.97929543,0.682442941,0.581929944,0.340049416,0.723297476,0.319373383,0.210468324,15,1,3,1,enveloped
514,Sindbis_virus,1,1,517,392,Unassigned,Togaviridae,,Alphavirus,1,NA,NA,11703,2380,2290,00.073.0.01.001.,RNA,SS,0,FALSE,1,TRUE,Y,0.672699967,0.617201519,0.125121354,0.78720822,0.18566194,0.158371665,192.4,208.3288889,20.2,294.2,123,78.2882106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,1,0,enveloped
515,Southern_elephant_seal_virus,0,0,518,557,Unassigned,Togaviridae,,Alphavirus,0,NA,NA,11245,2,2,,RNA,SS,0,FALSE,1,TRUE,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,enveloped
516,Squirrel_adenovirus,0,0,519,599,Unassigned,Adenoviridae,,Mastadenovirus,Tentative in genus,NA,NA,NA,0,1,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
517,Squirrel_fibroma_virus,0,0,520,468,Unassigned,Poxviridae,Chordopoxvirinae,Leporipoxvirus,0,NA,NA,NA,3,2,,DNA,DS,0,FALSE,1,TRUE,N,0.358666995,0.358666995,0.358666995,0.358666995,0,NA,22.4,22.4,22.4,22.4,0,NA,22.4,22.4,22.4,22.4,0,NA,0.358666995,0.358666995,0.358666995,0.358666995,0,NA,2,0,2,0,enveloped
518,Squirrel_monkey_retrovirus,0,0,521,558,Unassigned,Retroviridae,Orthoretrovirinae,Betaretrovirus,,NA,NA,8785,39,29,,RNA,SS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
519,Squirrel_parapoxvirus,0,0,522,464,Unassigned,Poxviridae,Chordopoxvirinae,Parapoxvirus,0,NA,NA,NA,1,3,,DNA,DS,0,FALSE,1,TRUE,N,0.233362343,0.233362343,0.233362343,0.233362343,0,NA,6.8,6.8,6.8,6.8,0,NA,6.8,6.8,6.8,6.8,0,NA,0.233362343,0.233362343,0.233362343,0.233362343,0,NA,2,0,2,0,enveloped
520,St._Louis_encephalitis_virus,1,1,523,178,Unassigned,Flaviviridae,,Flavivirus,0,NA,NA,10940,488,138,00.026.0.01.044.,RNA,SS,0,FALSE,1,TRUE,Y,0.705901778,0.690210885,0.031576007,1.091581932,0.172954345,0.152492902,192.4,176.1966206,2.2,294.2,21.2,44.77293634,192.4,184.9272727,32.6,294.2,19.1,69.46285299,0.748530865,0.736620752,0.371604543,1.058316413,0.213628248,0.161487075,63,1,11,1,enveloped
521,Sudan_ebolavirus,1,1,524,152,Mononegavirales,Filoviridae,,Ebolavirus,0,NA,NA,18875,14,15,,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
522,Suid_herpesvirus_1,0,1,525,204,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,137764,144489,141126.5,2250,138,,DNA,DS,0,FALSE,0,FALSE,N,0.465209449,0.483444058,0,0.776420366,0.143976992,0.146033822,170.8,153.9854545,0,192.4,39.6,42.98673102,170.7,144.8944444,0,170.8,39.6,44.67343055,0.431773655,0.418455633,0,0.623958426,0.107959614,0.119767741,12,1,10,0,enveloped
523,Swine_norovirus,0,0,526,559,Unassigned,Caliciviridae,,Norovirus,Tentative in genus,NA,NA,NA,1,1,,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
524,Swinepox_virus,0,0,527,301,Unassigned,Poxviridae,Chordopoxvirinae,Suipoxvirus,1,NA,NA,NA,45,138,00.058.1.06.001.,DNA,DS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
525,Tacaiuma_virus,1,1,528,102,Unassigned,Bunyaviridae,,Orthobunyavirus,0,960,NA,NA,3,4,,RNA,SS,1,TRUE,1,TRUE,Y,0.67532432,0.680624613,0.603597672,0.762951846,0.132795144,0.079809197,192.4,163.2,104.8,192.4,73,50.57588358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,0,enveloped
526,Tacaribe_virus,0,1,529,50,Unassigned,Arenaviridae,,Arenavirus,0,NA,NA,10534,80,80,00.003.0.01.018.,RNA,SS,1,TRUE,1,TRUE,N,0.322050914,0.390599614,0.067747962,0.83671297,0.138798812,0.202594753,57.6,75.04888889,7.6,192.4,28.6,61.37216064,17.2,14,7.6,17.2,8,5.542562584,0.172536259,0.147922888,0.067747962,0.203484445,0.113113736,0.071136922,10,1,3,0,enveloped
527,Tamana_bat_virus,0,0,530,179,Unassigned,Flaviviridae,,Flavivirus,Tentative in genus,NA,NA,10428,3,7,,RNA,SS,0,FALSE,1,TRUE,Y,0.37192585,0.372110219,0.165678488,0.54749654,0.150140942,0.084907014,86.4,83.97692308,27,120.8,63.2,28.30481545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,1,0,enveloped
528,Tamdy_virus,1,1,531,119,Unassigned,Bunyaviridae,,Unassigned,0,NA,NA,NA,1,3,,RNA,SS,1,TRUE,1,TRUE,Y,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
529,Tamiami_virus,0,0,532,51,Unassigned,Arenaviridae,,Arenavirus,0,NA,NA,10674,9,17,00.003.0.01.019.,RNA,SS,1,TRUE,1,TRUE,N,0.504284037,0.504284037,0.504284037,0.504284037,0,NA,76.4,76.4,76.4,76.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,enveloped
530,Tanapox_virus,1,1,533,305,Unassigned,Poxviridae,Chordopoxvirinae,Yatapoxvirus,0,144553,144565,144559,17,34,,DNA,DS,0,FALSE,1,TRUE,N,0.387936382,0.387936382,0.387936382,0.387936382,0,NA,70.6,70.6,70.6,70.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,enveloped
531,Tataguine_virus,1,1,534,120,Unassigned,Bunyaviridae,,Unassigned,0,NA,NA,NA,6,8,,RNA,SS,1,TRUE,1,TRUE,Y,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
532,Taterapox_virus,0,0,535,461,Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,0,NA,NA,198050,2,1,,DNA,DS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
533,Tembusu_virus,0,1,536,180,Unassigned,Flaviviridae,,Flavivirus,0,NA,NA,10916,6,3,,RNA,SS,0,FALSE,1,TRUE,Y,0.676768678,0.529112607,0.228121063,0.682448082,0.378605849,0.260681791,192.4,140.5333333,36.8,192.4,129.6666667,89.83570189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,0,enveloped
534,Thailand_virus,0,1,537,560,Unassigned,Bunyaviridae,,Hantavirus,0,NA,NA,NA,21,26,,RNA,SS,1,TRUE,1,TRUE,N,0.690215866,0.490180505,0.073653693,0.706671955,0.527515218,0.360816628,183.8,127.8666667,16,183.8,139.8333333,96.87937517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,0,enveloped
535,Theilovirus,0,0,538,454,Picornavirales,Picornaviridae,,Cardiovirus,0,NA,NA,8101,587,15,,RNA,SS,0,FALSE,1,TRUE,N,0.474112889,0.492341994,0.165149298,0.752515006,0.303224309,0.169839249,96,100.5619048,19.4,165.2,106.4,47.06793469,58.8,45.66666667,19.4,58.8,32.83333333,22.74760061,0.369240908,0.30199825,0.165149298,0.371604543,0.172046037,0.118520561,7,0,3,0,non-enveloped
536,Thiafora_virus,0,1,539,561,Unassigned,Bunyaviridae,,Nairovirus,0,NA,NA,NA,0,0,,RNA,SS,1,TRUE,1,TRUE,Y,0.656094272,0.606159691,0.142890612,0.750340728,0.128900695,0.138922533,192.4,167.0785714,9.6,192.4,15.4,47.84005262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,0,enveloped
537,Thogoto_virus,1,1,540,219,Unassigned,Orthomyxoviridae,,Thogotovirus,1,NA,NA,6514,84,131,00.046.0.03.001.,RNA,SS,1,TRUE,1,TRUE,Y,0.532591057,0.548525451,0.305626405,0.766608584,0.178799328,0.123992974,183.8,172.3333333,53,192.4,21.8,32.96624536,170.8,159.82,53,192.4,60.8,44.23517454,0.53375228,0.561879602,0.305626405,0.766608584,0.204284178,0.146566794,7,1,5,1,enveloped
538,Thottapalayam_virus,0,0,541,562,Unassigned,Bunyaviridae,,Hantavirus,0,1530,6581,4055.5,15,35,,RNA,SS,1,TRUE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
